sold,quantity,price,reduction,date,store,days
4.0,6.0,63.0,50,2022-02-04,MAG_3,1
3.0,5.0,37.0,40,2021-08-11,MAG_4,1
-0.0,1.0,18.0,30,2021-12-22,MAG_4,1
3.0,6.0,179.0,30,2021-07-29,MAG_1,1
3.0,3.0,183.0,40,2021-02-06,MAG_2,3
2.0,2.0,143.0,40,2021-03-06,MAG_4,8
5.0,5.0,123.0,40,2021-01-05,MAG_4,1
4.0,6.0,104.0,50,2021-04-06,MAG_4,0
2.0,4.0,116.0,30,2022-02-24,MAG_2,0
4.0,4.0,49.0,50,2021-06-23,MAG_4,4
6.0,6.0,49.0,50,2021-06-17,MAG_1,4
3.0,3.0,83.0,50,2021-12-31,MAG_2,0
15.0,20.0,54.0,30,2021-07-29,MAG_2,1
-0.0,6.0,36.0,50,2021-08-31,MAG_1,1
1.0,5.0,25.0,40,2021-04-22,MAG_1,1
2.0,2.0,115.0,50,2021-01-29,MAG_4,1
6.0,6.0,194.0,50,2021-04-01,MAG_3,4
2.0,12.0,83.0,50,2022-03-24,MAG_2,1
2.0,3.0,100.0,50,2021-01-17,MAG_3,0
5.0,5.0,166.0,30,2022-02-20,MAG_3,8
5.0,5.0,79.0,50,2021-10-05,MAG_2,8
4.0,4.0,192.0,30,2021-09-13,MAG_4,9
8.0,8.0,154.0,50,2022-01-30,MAG_2,0
8.0,10.0,49.0,30,2021-10-15,MAG_3,1
3.0,3.0,83.0,30,2022-03-19,MAG_4,4
3.0,6.0,119.0,50,2021-09-02,MAG_4,1
5.0,5.0,108.0,30,2021-02-23,MAG_4,3
-0.0,5.0,44.0,30,2021-09-20,MAG_2,1
2.0,4.0,37.0,40,2021-10-18,MAG_3,0
4.0,6.0,120.0,50,2021-02-13,MAG_2,1
-0.0,2.0,188.0,50,2021-03-01,MAG_2,0
5.0,5.0,22.0,50,2021-12-08,MAG_1,2
2.0,6.0,41.0,50,2022-03-23,MAG_2,2
-0.0,6.0,133.0,40,2021-07-20,MAG_4,0
5.0,6.0,100.0,40,2021-03-31,MAG_3,1
3.0,4.0,130.0,50,2022-01-14,MAG_4,1
2.0,6.0,31.0,30,2021-07-14,MAG_1,1
3.0,5.0,183.0,50,2022-01-24,MAG_2,1
4.0,4.0,132.0,50,2021-12-19,MAG_1,5
5.0,5.0,88.0,50,2021-01-06,MAG_4,0
2.0,2.0,60.0,50,2021-05-08,MAG_3,0
4.0,4.0,137.0,30,2022-01-30,MAG_4,4
3.0,6.0,193.0,50,2021-10-20,MAG_2,1
2.0,2.0,60.0,50,2021-03-22,MAG_2,6
3.0,6.0,61.0,50,2022-01-22,MAG_2,0
0.0,5.0,90.0,50,2021-08-11,MAG_3,1
3.0,3.0,67.0,40,2022-02-13,MAG_2,1
2.0,2.0,94.0,50,2021-01-12,MAG_2,8
1.0,2.0,141.0,50,2021-11-18,MAG_3,2
0.0,1.0,78.0,50,2022-01-31,MAG_4,1
5.0,6.0,157.0,40,2022-02-14,MAG_4,2
4.0,5.0,96.0,30,2022-02-21,MAG_2,1
3.0,5.0,40.0,30,2022-01-16,MAG_1,0
4.0,4.0,140.0,30,2021-07-31,MAG_3,3
3.0,3.0,174.0,50,2021-03-29,MAG_1,1
4.0,4.0,92.0,30,2021-10-13,MAG_1,1
3.0,3.0,155.0,50,2021-01-08,MAG_1,1
4.0,5.0,21.0,30,2021-06-19,MAG_4,0
2.0,2.0,109.0,50,2021-02-20,MAG_4,9
5.0,6.0,133.0,50,2021-10-06,MAG_1,1
6.0,6.0,31.0,50,2021-01-23,MAG_4,0
1.0,2.0,180.0,50,2022-01-27,MAG_1,1
4.0,6.0,78.0,40,2021-01-26,MAG_1,1
1.0,4.0,31.0,50,2021-02-23,MAG_4,1
4.0,6.0,188.0,30,2022-03-10,MAG_3,1
3.0,5.0,24.0,30,2021-10-24,MAG_1,0
2.0,4.0,133.0,50,2021-01-31,MAG_3,0
2.0,4.0,15.0,30,2021-11-12,MAG_2,0
2.0,3.0,101.0,50,2022-02-10,MAG_4,0
6.0,6.0,124.0,50,2021-08-10,MAG_3,7
4.0,4.0,28.0,50,2021-07-08,MAG_3,1
5.0,5.0,172.0,50,2021-06-29,MAG_4,4
4.0,4.0,152.0,50,2022-02-21,MAG_4,0
6.0,8.0,145.0,50,2021-03-06,MAG_2,1
6.0,6.0,65.0,50,2021-05-18,MAG_1,8
2.0,2.0,107.0,50,2021-06-05,MAG_1,0
0.0,3.0,96.0,40,2021-11-05,MAG_1,1
3.0,6.0,144.0,30,2021-08-02,MAG_3,1
5.0,5.0,100.0,50,2021-01-25,MAG_2,8
1.0,4.0,136.0,40,2021-11-11,MAG_1,1
12.0,12.0,19.0,50,2021-11-21,MAG_4,3
2.0,2.0,184.0,30,2021-12-11,MAG_1,5
2.0,3.0,100.0,50,2021-08-09,MAG_2,1
4.0,5.0,88.0,40,2021-06-09,MAG_2,0
3.0,4.0,14.0,50,2021-05-28,MAG_3,1
3.0,3.0,205.0,50,2021-11-04,MAG_4,1
0.0,1.0,42.0,30,2021-12-25,MAG_1,1
10.0,25.0,165.0,50,2021-02-23,MAG_3,1
3.0,5.0,144.0,50,2022-02-08,MAG_2,0
3.0,3.0,96.0,50,2021-11-03,MAG_1,4
4.0,6.0,84.0,50,2021-11-26,MAG_1,0
6.0,6.0,175.0,40,2021-03-01,MAG_1,6
1.0,6.0,25.0,30,2021-01-14,MAG_4,1
30.0,30.0,111.0,50,2022-01-03,MAG_2,3
3.0,3.0,48.0,50,2021-04-23,MAG_2,8
4.0,5.0,76.0,50,2021-03-16,MAG_4,1
1.0,6.0,93.0,30,2021-08-19,MAG_3,1
2.0,4.0,96.0,50,2021-03-06,MAG_3,1
8.0,8.0,187.0,50,2021-07-03,MAG_1,5
-0.0,6.0,18.0,30,2021-11-26,MAG_3,1
2.0,2.0,145.0,50,2021-08-21,MAG_1,7
1.0,2.0,125.0,50,2021-06-14,MAG_3,1
1.0,3.0,146.0,50,2021-08-28,MAG_2,1
6.0,6.0,21.0,50,2021-01-05,MAG_3,0
0.0,3.0,92.0,50,2022-02-01,MAG_1,0
3.0,3.0,89.0,30,2021-03-27,MAG_2,0
-0.0,3.0,257.0,50,2021-05-28,MAG_4,1
5.0,5.0,40.0,50,2021-04-28,MAG_2,6
2.0,2.0,96.0,50,2021-04-22,MAG_2,5
2.0,2.0,64.0,30,2021-03-04,MAG_3,1
2.0,2.0,101.0,50,2021-05-06,MAG_2,3
3.0,3.0,74.0,50,2022-03-08,MAG_3,0
4.0,4.0,44.0,30,2022-02-16,MAG_4,0
12.0,12.0,90.0,50,2022-03-23,MAG_3,9
2.0,3.0,21.0,30,2021-02-08,MAG_1,1
2.0,5.0,42.0,40,2021-03-04,MAG_1,0
10.0,12.0,34.0,40,2021-09-21,MAG_4,1
6.0,6.0,37.0,50,2022-03-30,MAG_1,6
2.0,2.0,149.0,50,2021-05-30,MAG_4,3
2.0,2.0,126.0,50,2021-10-03,MAG_1,1
2.0,2.0,95.0,50,2021-07-02,MAG_2,9
-0.0,2.0,135.0,50,2021-07-13,MAG_4,1
8.0,8.0,60.0,50,2021-08-12,MAG_1,6
-0.0,5.0,25.0,50,2021-07-13,MAG_4,0
1.0,6.0,121.0,50,2021-11-18,MAG_2,1
0.0,5.0,96.0,50,2022-03-15,MAG_1,1
10.0,10.0,43.0,50,2021-11-02,MAG_2,2
5.0,5.0,94.0,50,2021-08-07,MAG_3,8
1.0,1.0,181.0,50,2021-10-02,MAG_1,1
6.0,6.0,42.0,30,2022-03-20,MAG_3,1
4.0,4.0,24.0,50,2021-03-02,MAG_3,6
30.0,30.0,101.0,50,2021-12-05,MAG_1,3
6.0,6.0,142.0,50,2022-03-18,MAG_2,3
4.0,4.0,92.0,50,2021-07-05,MAG_1,1
1.0,5.0,139.0,40,2021-06-28,MAG_4,1
2.0,3.0,85.0,50,2022-02-23,MAG_4,1
2.0,2.0,89.0,50,2021-01-05,MAG_2,3
-0.0,30.0,108.0,30,2021-07-24,MAG_4,1
5.0,6.0,203.0,30,2021-10-17,MAG_3,0
3.0,5.0,241.0,50,2021-12-09,MAG_3,1
2.0,2.0,138.0,30,2021-03-27,MAG_2,4
10.0,10.0,122.0,40,2021-02-13,MAG_3,9
2.0,3.0,41.0,40,2021-08-21,MAG_2,1
2.0,6.0,134.0,50,2022-01-21,MAG_2,1
6.0,6.0,35.0,50,2021-03-14,MAG_4,8
5.0,6.0,165.0,50,2022-01-24,MAG_1,0
5.0,5.0,135.0,30,2021-04-23,MAG_1,9
1.0,5.0,29.0,50,2021-08-14,MAG_4,1
1.0,4.0,95.0,40,2021-10-29,MAG_4,1
4.0,4.0,133.0,40,2021-06-19,MAG_3,1
6.0,6.0,14.0,50,2021-11-08,MAG_2,5
4.0,5.0,159.0,50,2021-12-03,MAG_2,0
-0.0,1.0,136.0,40,2022-01-31,MAG_3,0
2.0,2.0,103.0,30,2022-03-19,MAG_4,0
5.0,5.0,67.0,30,2021-07-06,MAG_3,6
1.0,4.0,227.0,50,2021-02-02,MAG_2,1
6.0,6.0,213.0,30,2021-05-04,MAG_4,1
-0.0,3.0,149.0,50,2021-09-09,MAG_1,1
8.0,8.0,20.0,50,2021-11-29,MAG_1,5
12.0,12.0,32.0,30,2021-07-27,MAG_4,8
1.0,1.0,178.0,50,2022-01-26,MAG_1,8
5.0,5.0,51.0,50,2021-05-04,MAG_1,1
4.0,4.0,33.0,30,2021-05-08,MAG_1,0
4.0,4.0,42.0,50,2021-10-24,MAG_4,3
6.0,6.0,78.0,30,2022-03-04,MAG_1,5
2.0,5.0,50.0,50,2021-07-29,MAG_1,1
5.0,5.0,80.0,50,2021-07-12,MAG_2,1
4.0,4.0,30.0,50,2021-12-07,MAG_1,9
5.0,5.0,53.0,50,2021-07-20,MAG_2,9
3.0,5.0,140.0,50,2021-10-22,MAG_3,0
2.0,2.0,232.0,30,2021-10-19,MAG_1,9
3.0,4.0,75.0,30,2021-03-29,MAG_4,1
6.0,6.0,96.0,30,2021-03-08,MAG_1,1
4.0,4.0,165.0,30,2021-03-26,MAG_1,1
3.0,6.0,88.0,50,2022-03-10,MAG_3,2
5.0,5.0,82.0,50,2021-10-18,MAG_2,7
10.0,10.0,123.0,30,2021-08-25,MAG_1,7
4.0,4.0,93.0,50,2021-01-31,MAG_3,1
2.0,3.0,169.0,50,2021-12-01,MAG_4,1
1.0,2.0,99.0,50,2021-12-06,MAG_3,1
1.0,1.0,15.0,30,2021-03-07,MAG_1,1
1.0,1.0,70.0,50,2022-01-22,MAG_4,7
2.0,2.0,35.0,30,2021-02-13,MAG_4,7
3.0,6.0,90.0,50,2021-12-13,MAG_3,0
3.0,5.0,176.0,50,2021-01-03,MAG_4,0
0.0,6.0,79.0,30,2021-12-08,MAG_4,1
10.0,10.0,18.0,50,2021-01-20,MAG_3,4
-0.0,4.0,172.0,50,2021-12-17,MAG_1,1
5.0,5.0,189.0,40,2021-11-01,MAG_4,9
1.0,6.0,110.0,50,2021-07-03,MAG_1,1
0.0,3.0,99.0,40,2021-12-31,MAG_2,2
2.0,4.0,28.0,50,2021-02-22,MAG_1,1
2.0,3.0,101.0,50,2021-05-08,MAG_1,0
5.0,5.0,95.0,50,2021-05-18,MAG_1,1
0.0,4.0,78.0,30,2021-09-08,MAG_4,1
0.0,2.0,49.0,50,2022-02-02,MAG_4,0
4.0,4.0,108.0,50,2021-12-03,MAG_2,1
-0.0,5.0,126.0,50,2021-07-23,MAG_3,0
4.0,4.0,84.0,50,2021-09-24,MAG_4,1
2.0,5.0,26.0,40,2022-03-04,MAG_3,2
3.0,5.0,30.0,30,2021-03-28,MAG_3,1
2.0,3.0,21.0,50,2021-10-01,MAG_1,1
6.0,6.0,158.0,50,2021-11-24,MAG_3,5
6.0,6.0,108.0,50,2021-04-19,MAG_1,5
4.0,6.0,17.0,50,2021-01-27,MAG_1,1
3.0,6.0,167.0,50,2022-01-28,MAG_1,1
5.0,5.0,22.0,50,2021-10-18,MAG_2,7
2.0,6.0,29.0,50,2021-03-24,MAG_4,0
2.0,6.0,14.0,30,2021-09-21,MAG_3,2
5.0,5.0,131.0,50,2021-07-07,MAG_2,7
3.0,3.0,257.0,30,2022-01-11,MAG_1,4
5.0,5.0,158.0,50,2022-02-18,MAG_3,6
6.0,6.0,76.0,50,2021-08-19,MAG_2,1
6.0,6.0,35.0,50,2021-06-11,MAG_1,5
1.0,5.0,143.0,50,2021-06-10,MAG_1,1
6.0,6.0,141.0,30,2022-01-17,MAG_1,3
2.0,2.0,167.0,50,2021-11-04,MAG_4,6
5.0,5.0,125.0,30,2021-10-04,MAG_2,5
4.0,5.0,64.0,30,2021-03-09,MAG_4,1
6.0,6.0,137.0,50,2021-12-19,MAG_2,5
1.0,6.0,102.0,30,2021-07-15,MAG_4,0
4.0,6.0,112.0,50,2021-07-19,MAG_3,1
2.0,2.0,76.0,30,2021-08-13,MAG_4,1
1.0,3.0,84.0,50,2022-02-17,MAG_4,0
1.0,6.0,81.0,50,2021-06-20,MAG_4,0
-0.0,2.0,40.0,50,2022-01-03,MAG_1,1
4.0,4.0,159.0,40,2021-07-26,MAG_3,4
1.0,4.0,138.0,50,2022-03-17,MAG_1,0
0.0,4.0,98.0,30,2021-02-15,MAG_1,2
4.0,4.0,23.0,50,2021-07-27,MAG_3,2
5.0,5.0,82.0,30,2021-07-27,MAG_3,1
4.0,6.0,30.0,50,2021-11-29,MAG_3,0
3.0,3.0,166.0,50,2022-01-03,MAG_3,2
1.0,5.0,102.0,30,2022-01-03,MAG_3,1
3.0,3.0,232.0,50,2021-03-20,MAG_2,2
1.0,5.0,203.0,40,2022-03-30,MAG_4,0
3.0,3.0,120.0,50,2021-10-27,MAG_3,6
0.0,6.0,86.0,50,2021-03-21,MAG_4,1
2.0,2.0,174.0,50,2022-03-07,MAG_1,4
-0.0,6.0,127.0,50,2021-03-16,MAG_1,0
6.0,6.0,146.0,50,2021-04-07,MAG_3,1
6.0,6.0,109.0,50,2021-11-24,MAG_2,1
4.0,6.0,71.0,30,2021-07-14,MAG_1,0
2.0,6.0,140.0,30,2021-01-01,MAG_2,1
10.0,10.0,112.0,50,2021-11-30,MAG_4,5
1.0,1.0,68.0,50,2021-05-05,MAG_3,8
2.0,4.0,140.0,50,2021-07-05,MAG_3,1
6.0,6.0,86.0,30,2021-08-21,MAG_1,9
5.0,5.0,149.0,50,2021-09-16,MAG_3,4
1.0,1.0,25.0,40,2021-09-07,MAG_1,8
6.0,6.0,93.0,50,2021-05-13,MAG_3,1
0.0,3.0,121.0,40,2021-03-25,MAG_1,0
3.0,3.0,24.0,30,2021-10-24,MAG_1,9
2.0,2.0,46.0,50,2021-01-20,MAG_3,0
6.0,6.0,76.0,30,2022-01-13,MAG_3,3
1.0,3.0,167.0,40,2021-01-07,MAG_2,1
4.0,4.0,158.0,50,2021-04-23,MAG_4,9
-0.0,3.0,92.0,50,2021-10-19,MAG_3,1
4.0,4.0,182.0,50,2022-03-09,MAG_1,8
3.0,5.0,198.0,50,2022-01-27,MAG_3,0
8.0,8.0,78.0,50,2021-08-30,MAG_2,1
6.0,6.0,157.0,50,2021-04-08,MAG_2,8
2.0,3.0,131.0,50,2021-02-22,MAG_1,1
5.0,6.0,85.0,50,2021-09-19,MAG_3,2
3.0,6.0,202.0,50,2021-12-18,MAG_2,1
1.0,3.0,102.0,50,2021-05-31,MAG_4,0
1.0,4.0,137.0,50,2021-12-19,MAG_2,1
1.0,3.0,106.0,50,2021-10-10,MAG_3,0
1.0,6.0,42.0,50,2021-06-04,MAG_3,1
4.0,4.0,126.0,40,2022-03-17,MAG_1,3
-0.0,1.0,108.0,50,2021-08-07,MAG_3,1
1.0,4.0,48.0,50,2022-03-10,MAG_1,1
6.0,6.0,23.0,50,2021-01-08,MAG_1,9
2.0,2.0,59.0,50,2022-01-14,MAG_3,3
6.0,6.0,82.0,50,2021-07-25,MAG_2,1
4.0,4.0,57.0,50,2021-10-31,MAG_3,8
2.0,2.0,126.0,50,2021-02-23,MAG_3,6
0.0,2.0,162.0,50,2021-07-10,MAG_3,1
4.0,4.0,33.0,50,2021-01-14,MAG_4,2
1.0,5.0,219.0,50,2021-02-24,MAG_4,0
3.0,4.0,50.0,50,2021-06-30,MAG_4,1
1.0,1.0,223.0,30,2021-09-16,MAG_3,5
5.0,5.0,151.0,30,2021-09-29,MAG_4,0
1.0,5.0,129.0,50,2021-09-06,MAG_2,1
2.0,2.0,33.0,50,2021-03-31,MAG_3,1
5.0,5.0,164.0,50,2021-01-04,MAG_2,2
6.0,6.0,35.0,30,2021-12-31,MAG_2,4
2.0,2.0,109.0,50,2021-04-06,MAG_4,0
-0.0,3.0,55.0,30,2021-04-09,MAG_4,1
4.0,6.0,165.0,50,2021-02-11,MAG_4,1
2.0,6.0,106.0,50,2022-03-05,MAG_1,1
1.0,1.0,55.0,50,2021-09-22,MAG_4,5
1.0,6.0,62.0,30,2021-07-28,MAG_4,0
-0.0,6.0,142.0,50,2022-01-26,MAG_3,0
0.0,1.0,100.0,50,2021-01-26,MAG_3,1
3.0,3.0,30.0,50,2021-08-09,MAG_4,9
0.0,6.0,26.0,50,2021-05-24,MAG_3,1
1.0,4.0,112.0,50,2021-09-10,MAG_4,0
6.0,6.0,61.0,50,2022-03-21,MAG_2,4
4.0,6.0,110.0,50,2021-08-01,MAG_2,1
6.0,6.0,68.0,40,2021-10-11,MAG_3,7
2.0,8.0,112.0,50,2021-05-30,MAG_3,0
-0.0,2.0,90.0,50,2021-10-30,MAG_3,0
1.0,6.0,13.0,50,2021-03-31,MAG_1,1
5.0,5.0,77.0,30,2021-05-24,MAG_1,8
3.0,4.0,131.0,50,2022-03-31,MAG_2,1
6.0,6.0,15.0,30,2022-03-31,MAG_2,5
1.0,3.0,101.0,50,2021-03-29,MAG_3,0
3.0,3.0,44.0,50,2021-04-12,MAG_4,7
1.0,4.0,90.0,50,2022-01-15,MAG_2,1
1.0,1.0,115.0,50,2021-06-11,MAG_4,5
4.0,4.0,59.0,30,2021-07-01,MAG_1,9
2.0,2.0,50.0,50,2021-10-01,MAG_2,3
4.0,4.0,90.0,50,2021-08-29,MAG_1,7
2.0,5.0,42.0,30,2021-02-11,MAG_2,2
4.0,4.0,87.0,50,2021-12-23,MAG_2,6
1.0,5.0,136.0,50,2021-02-12,MAG_3,1
3.0,3.0,97.0,30,2022-02-13,MAG_4,4
3.0,6.0,61.0,30,2021-07-23,MAG_1,0
6.0,6.0,93.0,50,2021-04-03,MAG_4,9
2.0,4.0,159.0,30,2022-02-05,MAG_4,0
4.0,6.0,19.0,30,2021-04-14,MAG_2,1
1.0,1.0,164.0,50,2021-05-01,MAG_1,4
3.0,4.0,109.0,50,2021-06-25,MAG_3,0
-0.0,2.0,96.0,40,2021-11-09,MAG_3,1
5.0,5.0,73.0,40,2021-11-04,MAG_2,8
3.0,3.0,162.0,50,2022-01-13,MAG_2,1
6.0,6.0,89.0,40,2021-12-27,MAG_1,9
6.0,6.0,132.0,50,2021-07-09,MAG_2,8
5.0,5.0,83.0,50,2022-02-19,MAG_3,1
6.0,6.0,88.0,50,2022-01-08,MAG_3,5
5.0,6.0,20.0,40,2021-04-14,MAG_4,1
3.0,6.0,106.0,30,2021-12-06,MAG_1,1
6.0,6.0,115.0,50,2021-07-11,MAG_4,5
1.0,6.0,13.0,50,2021-01-05,MAG_2,0
4.0,10.0,21.0,50,2021-09-30,MAG_1,1
4.0,6.0,163.0,40,2021-04-16,MAG_2,0
4.0,5.0,18.0,50,2022-03-28,MAG_1,0
4.0,5.0,186.0,40,2021-05-26,MAG_1,2
3.0,6.0,86.0,50,2021-12-14,MAG_4,1
3.0,3.0,29.0,50,2022-02-19,MAG_2,7
5.0,6.0,67.0,50,2021-11-19,MAG_1,0
5.0,5.0,71.0,40,2021-03-03,MAG_2,8
6.0,6.0,19.0,50,2022-01-24,MAG_1,4
5.0,5.0,128.0,40,2021-04-11,MAG_4,3
0.0,3.0,197.0,50,2021-06-24,MAG_3,1
2.0,3.0,204.0,50,2021-09-21,MAG_1,1
2.0,2.0,109.0,50,2021-05-13,MAG_1,1
5.0,5.0,32.0,50,2022-01-27,MAG_4,7
2.0,4.0,92.0,50,2022-01-26,MAG_1,0
0.0,2.0,94.0,50,2021-02-16,MAG_1,0
3.0,3.0,114.0,30,2022-01-21,MAG_2,0
2.0,2.0,98.0,50,2021-01-25,MAG_1,9
0.0,5.0,171.0,50,2021-12-16,MAG_4,1
2.0,2.0,75.0,50,2021-08-17,MAG_2,3
1.0,4.0,68.0,30,2021-05-10,MAG_2,1
4.0,4.0,102.0,50,2021-11-29,MAG_2,0
10.0,10.0,48.0,50,2021-01-29,MAG_1,8
1.0,1.0,127.0,50,2021-11-28,MAG_3,5
1.0,3.0,96.0,50,2022-02-06,MAG_2,1
5.0,6.0,41.0,50,2021-12-11,MAG_2,1
1.0,1.0,53.0,30,2021-03-18,MAG_1,6
0.0,2.0,55.0,50,2021-02-01,MAG_3,1
0.0,4.0,41.0,50,2022-03-30,MAG_2,1
5.0,5.0,78.0,50,2021-01-26,MAG_3,0
3.0,6.0,85.0,30,2021-05-23,MAG_4,1
2.0,6.0,55.0,50,2021-09-05,MAG_3,0
3.0,5.0,108.0,50,2021-10-17,MAG_3,0
3.0,4.0,59.0,50,2021-11-25,MAG_2,1
6.0,6.0,65.0,50,2022-01-30,MAG_2,0
5.0,6.0,60.0,50,2021-11-07,MAG_4,1
3.0,4.0,59.0,50,2021-04-22,MAG_2,0
2.0,2.0,166.0,50,2021-11-13,MAG_2,9
5.0,5.0,157.0,40,2021-02-24,MAG_1,4
6.0,6.0,183.0,50,2021-05-30,MAG_1,7
2.0,2.0,187.0,50,2021-10-20,MAG_1,0
4.0,4.0,126.0,50,2021-09-13,MAG_3,2
2.0,3.0,30.0,50,2021-09-20,MAG_1,0
3.0,3.0,79.0,50,2022-02-12,MAG_2,9
1.0,1.0,168.0,50,2021-08-05,MAG_1,8
2.0,2.0,37.0,50,2022-02-17,MAG_3,7
4.0,4.0,181.0,50,2022-02-11,MAG_1,6
6.0,12.0,134.0,50,2021-03-08,MAG_3,1
12.0,12.0,42.0,50,2021-11-29,MAG_4,4
5.0,5.0,96.0,50,2021-07-14,MAG_3,1
3.0,6.0,69.0,50,2022-01-21,MAG_2,0
6.0,6.0,104.0,50,2021-02-16,MAG_4,6
-0.0,2.0,158.0,50,2022-03-19,MAG_1,0
4.0,12.0,14.0,50,2022-03-19,MAG_2,1
5.0,5.0,39.0,50,2021-05-29,MAG_4,2
2.0,4.0,123.0,50,2021-07-15,MAG_1,0
5.0,6.0,224.0,50,2022-03-23,MAG_2,1
4.0,4.0,12.0,50,2021-04-11,MAG_4,5
3.0,3.0,77.0,40,2021-01-07,MAG_2,3
6.0,6.0,156.0,50,2021-06-30,MAG_1,4
5.0,5.0,56.0,50,2021-08-10,MAG_2,8
2.0,2.0,151.0,50,2021-10-07,MAG_2,8
3.0,6.0,51.0,50,2021-09-07,MAG_4,0
5.0,6.0,190.0,30,2021-09-22,MAG_3,0
10.0,10.0,40.0,50,2021-08-10,MAG_2,7
6.0,6.0,84.0,50,2021-07-01,MAG_1,1
5.0,5.0,24.0,40,2021-05-01,MAG_4,1
4.0,4.0,27.0,50,2021-10-23,MAG_1,4
6.0,6.0,148.0,50,2021-12-09,MAG_3,1
4.0,4.0,16.0,30,2022-02-09,MAG_4,8
2.0,3.0,35.0,50,2021-04-20,MAG_4,1
4.0,4.0,134.0,40,2022-01-30,MAG_2,3
0.0,2.0,121.0,30,2022-01-15,MAG_4,2
5.0,5.0,176.0,50,2021-09-25,MAG_2,0
6.0,6.0,24.0,40,2021-03-01,MAG_4,9
10.0,10.0,67.0,50,2021-10-07,MAG_2,3
1.0,4.0,101.0,50,2021-03-24,MAG_3,0
3.0,3.0,80.0,50,2021-09-08,MAG_4,7
3.0,3.0,140.0,40,2022-02-16,MAG_4,6
6.0,6.0,230.0,40,2021-09-15,MAG_2,9
6.0,6.0,82.0,50,2021-05-15,MAG_2,7
6.0,6.0,183.0,50,2021-03-11,MAG_1,4
8.0,8.0,91.0,30,2021-02-03,MAG_3,1
-0.0,5.0,92.0,40,2021-07-14,MAG_2,0
2.0,5.0,115.0,50,2021-03-03,MAG_3,0
3.0,3.0,134.0,50,2021-03-27,MAG_3,8
0.0,5.0,178.0,50,2021-08-20,MAG_4,1
1.0,1.0,215.0,30,2021-08-29,MAG_3,4
1.0,4.0,231.0,50,2021-05-22,MAG_2,0
4.0,4.0,29.0,50,2022-03-04,MAG_1,3
1.0,1.0,77.0,50,2021-02-06,MAG_4,1
-0.0,3.0,126.0,50,2021-11-10,MAG_3,0
5.0,5.0,59.0,50,2021-12-03,MAG_4,6
2.0,2.0,39.0,50,2021-03-21,MAG_1,4
2.0,2.0,27.0,50,2021-03-29,MAG_1,1
10.0,10.0,121.0,50,2021-09-04,MAG_1,9
5.0,5.0,127.0,50,2021-04-05,MAG_2,2
2.0,4.0,214.0,30,2021-04-26,MAG_1,1
5.0,5.0,131.0,50,2022-02-03,MAG_1,1
1.0,3.0,63.0,30,2021-04-17,MAG_3,1
4.0,5.0,74.0,50,2021-09-17,MAG_4,1
3.0,3.0,82.0,50,2021-05-15,MAG_2,1
0.0,5.0,51.0,50,2022-01-04,MAG_2,1
10.0,20.0,28.0,50,2021-12-02,MAG_2,1
3.0,3.0,56.0,50,2021-03-31,MAG_1,6
1.0,5.0,80.0,50,2022-03-23,MAG_2,1
1.0,2.0,264.0,50,2021-01-07,MAG_1,0
1.0,4.0,30.0,30,2021-10-18,MAG_4,1
0.0,5.0,91.0,50,2021-12-09,MAG_3,1
4.0,4.0,105.0,50,2021-01-06,MAG_4,5
0.0,3.0,140.0,50,2021-11-28,MAG_1,2
0.0,10.0,146.0,50,2022-01-20,MAG_2,1
4.0,6.0,136.0,30,2021-12-21,MAG_4,1
0.0,15.0,123.0,50,2021-12-10,MAG_1,1
5.0,5.0,128.0,50,2021-12-04,MAG_2,5
3.0,6.0,110.0,30,2021-09-07,MAG_3,1
0.0,4.0,69.0,50,2022-01-02,MAG_3,1
-0.0,3.0,111.0,30,2022-02-18,MAG_2,1
4.0,4.0,93.0,50,2021-07-18,MAG_3,5
5.0,5.0,79.0,40,2021-02-10,MAG_2,1
3.0,6.0,174.0,50,2021-03-27,MAG_3,1
4.0,5.0,119.0,50,2021-03-28,MAG_1,1
1.0,2.0,46.0,40,2021-04-16,MAG_3,2
3.0,3.0,206.0,50,2021-07-30,MAG_2,7
3.0,5.0,43.0,50,2021-10-08,MAG_4,1
12.0,12.0,38.0,50,2021-09-13,MAG_1,4
3.0,6.0,99.0,50,2021-11-05,MAG_2,1
5.0,5.0,48.0,30,2021-09-04,MAG_1,5
1.0,1.0,120.0,50,2021-03-08,MAG_2,0
10.0,25.0,68.0,30,2021-07-14,MAG_4,1
4.0,4.0,192.0,30,2021-01-09,MAG_1,4
5.0,5.0,183.0,50,2021-08-27,MAG_2,6
5.0,5.0,134.0,50,2021-11-25,MAG_1,2
0.0,1.0,31.0,30,2021-08-13,MAG_4,1
-0.0,1.0,39.0,30,2022-03-27,MAG_2,1
6.0,6.0,26.0,50,2021-01-27,MAG_3,9
0.0,2.0,25.0,50,2022-02-11,MAG_2,1
4.0,4.0,167.0,50,2021-07-09,MAG_3,8
5.0,5.0,74.0,50,2021-03-30,MAG_1,3
6.0,6.0,54.0,50,2021-03-12,MAG_2,7
6.0,6.0,72.0,50,2021-11-03,MAG_2,5
0.0,3.0,66.0,40,2021-09-16,MAG_2,1
3.0,4.0,36.0,30,2021-05-23,MAG_3,1
6.0,6.0,119.0,50,2021-01-21,MAG_2,1
4.0,4.0,69.0,50,2021-06-14,MAG_2,4
-0.0,1.0,113.0,40,2022-02-10,MAG_2,2
